Area,Code,Price,Month,RegionName,RegionCode
Hartlepool,E06000001,62078.20672,2016-09-01,North East,E12000001
Hartlepool,E06000001,61893.84174,2016-10-01,North East,E12000001
Hartlepool,E06000001,61909.33647,2016-11-01,North East,E12000001
Hartlepool,E06000001,62919.44401,2016-12-01,North East,E12000001
Hartlepool,E06000001,60770.80795,2017-01-01,North East,E12000001
Hartlepool,E06000001,59591.26472,2017-02-01,North East,E12000001
Hartlepool,E06000001,59212.9076,2017-03-01,North East,E12000001
Hartlepool,E06000001,60425.80637,2017-04-01,North East,E12000001
Hartlepool,E06000001,63455.60485,2017-05-01,North East,E12000001
Hartlepool,E06000001,63612.01761,2017-06-01,North East,E12000001
Hartlepool,E06000001,65007.8417,2017-07-01,North East,E12000001
Hartlepool,E06000001,62699.5758,2017-08-01,North East,E12000001
Hartlepool,E06000001,62081.11571,2017-09-01,North East,E12000001
Hartlepool,E06000001,61066.78104,2017-10-01,North East,E12000001
Hartlepool,E06000001,61750.52052,2017-11-01,North East,E12000001
Hartlepool,E06000001,63708.02897,2017-12-01,North East,E12000001
Hartlepool,E06000001,63241.91383,2018-01-01,North East,E12000001
Hartlepool,E06000001,61066.82603,2018-02-01,North East,E12000001
Hartlepool,E06000001,58604.52682,2018-03-01,North East,E12000001
Hartlepool,E06000001,59396.86395,2018-04-01,North East,E12000001
Hartlepool,E06000001,61010.76143,2018-05-01,North East,E12000001
Hartlepool,E06000001,61183.63764,2018-06-01,North East,E12000001
Hartlepool,E06000001,61116.82158,2018-07-01,North East,E12000001
Hartlepool,E06000001,62421.33311,2018-08-01,North East,E12000001
Hartlepool,E06000001,62722.44809,2018-09-01,North East,E12000001
Hartlepool,E06000001,63701.45444,2018-10-01,North East,E12000001
Hartlepool,E06000001,63690.18314,2018-11-01,North East,E12000001
Hartlepool,E06000001,66160.60289,2018-12-01,North East,E12000001
Hartlepool,E06000001,64281.01316,2019-01-01,North East,E12000001
Hartlepool,E06000001,62010.18185,2019-02-01,North East,E12000001
Hartlepool,E06000001,58935.49172,2019-03-01,North East,E12000001
Hartlepool,E06000001,59582.29156,2019-04-01,North East,E12000001
Hartlepool,E06000001,60518.15365,2019-05-01,North East,E12000001
Hartlepool,E06000001,62321.32249,2019-06-01,North East,E12000001
Hartlepool,E06000001,62342.95433,2019-07-01,North East,E12000001
Hartlepool,E06000001,62159.99536,2019-08-01,North East,E12000001
Middlesbrough,E06000002,66397.50123,2016-09-01,North East,E12000001
Middlesbrough,E06000002,65994.44543,2016-10-01,North East,E12000001
Middlesbrough,E06000002,66356.0785,2016-11-01,North East,E12000001
Middlesbrough,E06000002,69270.4662,2016-12-01,North East,E12000001
Middlesbrough,E06000002,67656.00967,2017-01-01,North East,E12000001
Middlesbrough,E06000002,69343.31819,2017-02-01,North East,E12000001
Middlesbrough,E06000002,68137.75465,2017-03-01,North East,E12000001
Middlesbrough,E06000002,69794.37844,2017-04-01,North East,E12000001
Middlesbrough,E06000002,68954.06529,2017-05-01,North East,E12000001
Middlesbrough,E06000002,68879.98761,2017-06-01,North East,E12000001
Middlesbrough,E06000002,69163.06963,2017-07-01,North East,E12000001
Middlesbrough,E06000002,68922.24334,2017-08-01,North East,E12000001
Middlesbrough,E06000002,69883.41893,2017-09-01,North East,E12000001
Middlesbrough,E06000002,70341.80652,2017-10-01,North East,E12000001
Middlesbrough,E06000002,70832.80274,2017-11-01,North East,E12000001
Middlesbrough,E06000002,71523.08774,2017-12-01,North East,E12000001
Middlesbrough,E06000002,70086.16229,2018-01-01,North East,E12000001
Middlesbrough,E06000002,69244.70163,2018-02-01,North East,E12000001
Middlesbrough,E06000002,66644.286,2018-03-01,North East,E12000001
Middlesbrough,E06000002,65932.60055,2018-04-01,North East,E12000001
Middlesbrough,E06000002,65714.24686,2018-05-01,North East,E12000001
Middlesbrough,E06000002,68311.19697,2018-06-01,North East,E12000001
Middlesbrough,E06000002,69313.90788,2018-07-01,North East,E12000001
Middlesbrough,E06000002,68689.85507,2018-08-01,North East,E12000001
Middlesbrough,E06000002,66570.2134,2018-09-01,North East,E12000001
Middlesbrough,E06000002,66586.02698,2018-10-01,North East,E12000001
Middlesbrough,E06000002,66726.38851,2018-11-01,North East,E12000001
Middlesbrough,E06000002,68358.16291,2018-12-01,North East,E12000001
Middlesbrough,E06000002,67169.07112,2019-01-01,North East,E12000001
Middlesbrough,E06000002,67051.87024,2019-02-01,North East,E12000001
Middlesbrough,E06000002,65152.42451,2019-03-01,North East,E12000001
Middlesbrough,E06000002,65959.27395,2019-04-01,North East,E12000001
Middlesbrough,E06000002,67210.2699,2019-05-01,North East,E12000001
Middlesbrough,E06000002,67023.8206,2019-06-01,North East,E12000001
Middlesbrough,E06000002,67675.65022,2019-07-01,North East,E12000001
Middlesbrough,E06000002,70204.69483,2019-08-01,North East,E12000001
Redcar and Cleveland,E06000003,63952.31663,2016-09-01,North East,E12000001
Redcar and Cleveland,E06000003,63412.20939,2016-10-01,North East,E12000001
Redcar and Cleveland,E06000003,64777.33467,2016-11-01,North East,E12000001
Redcar and Cleveland,E06000003,64041.27839,2016-12-01,North East,E12000001
Redcar and Cleveland,E06000003,62310.34872,2017-01-01,North East,E12000001
Redcar and Cleveland,E06000003,63283.3777,2017-02-01,North East,E12000001
Redcar and Cleveland,E06000003,62843.26844,2017-03-01,North East,E12000001
Redcar and Cleveland,E06000003,64944.68284,2017-04-01,North East,E12000001
Redcar and Cleveland,E06000003,64650.78725,2017-05-01,North East,E12000001
Redcar and Cleveland,E06000003,66103.01756,2017-06-01,North East,E12000001
Redcar and Cleveland,E06000003,65507.8099,2017-07-01,North East,E12000001
Redcar and Cleveland,E06000003,66824.61444,2017-08-01,North East,E12000001
Redcar and Cleveland,E06000003,65686.29354,2017-09-01,North East,E12000001
Redcar and Cleveland,E06000003,65858.27111,2017-10-01,North East,E12000001
Redcar and Cleveland,E06000003,63759.50376,2017-11-01,North East,E12000001
Redcar and Cleveland,E06000003,66524.66544,2017-12-01,North East,E12000001
Redcar and Cleveland,E06000003,65915.76814,2018-01-01,North East,E12000001
Redcar and Cleveland,E06000003,65546.49962,2018-02-01,North East,E12000001
Redcar and Cleveland,E06000003,62423.48094,2018-03-01,North East,E12000001
Redcar and Cleveland,E06000003,62029.36351,2018-04-01,North East,E12000001
Redcar and Cleveland,E06000003,62715.98799,2018-05-01,North East,E12000001
Redcar and Cleveland,E06000003,63644.17915,2018-06-01,North East,E12000001
Redcar and Cleveland,E06000003,64802.79724,2018-07-01,North East,E12000001
Redcar and Cleveland,E06000003,64898.35489,2018-08-01,North East,E12000001
Redcar and Cleveland,E06000003,65232.4825,2018-09-01,North East,E12000001
Redcar and Cleveland,E06000003,64247.70625,2018-10-01,North East,E12000001
Redcar and Cleveland,E06000003,62323.05258,2018-11-01,North East,E12000001
Redcar and Cleveland,E06000003,61272.06938,2018-12-01,North East,E12000001
Redcar and Cleveland,E06000003,60848.0595,2019-01-01,North East,E12000001
Redcar and Cleveland,E06000003,61580.19775,2019-02-01,North East,E12000001
Redcar and Cleveland,E06000003,61220.46292,2019-03-01,North East,E12000001
Redcar and Cleveland,E06000003,60988.17321,2019-04-01,North East,E12000001
Redcar and Cleveland,E06000003,62210.35123,2019-05-01,North East,E12000001
Redcar and Cleveland,E06000003,63482.3539,2019-06-01,North East,E12000001
Redcar and Cleveland,E06000003,63169.04387,2019-07-01,North East,E12000001
Redcar and Cleveland,E06000003,63240.12773,2019-08-01,North East,E12000001
Stockton-on-Tees,E06000004,80050.87236,2016-09-01,North East,E12000001
Stockton-on-Tees,E06000004,80218.95312,2016-10-01,North East,E12000001
Stockton-on-Tees,E06000004,79551.71971,2016-11-01,North East,E12000001
Stockton-on-Tees,E06000004,80879.76042,2016-12-01,North East,E12000001
Stockton-on-Tees,E06000004,81105.3953,2017-01-01,North East,E12000001
Stockton-on-Tees,E06000004,81484.88167,2017-02-01,North East,E12000001
Stockton-on-Tees,E06000004,81978.4216,2017-03-01,North East,E12000001
Stockton-on-Tees,E06000004,83518.62856,2017-04-01,North East,E12000001
Stockton-on-Tees,E06000004,84175.39273,2017-05-01,North East,E12000001
Stockton-on-Tees,E06000004,84096.36979,2017-06-01,North East,E12000001
Stockton-on-Tees,E06000004,83599.32806,2017-07-01,North East,E12000001
Stockton-on-Tees,E06000004,83430.58539,2017-08-01,North East,E12000001
Stockton-on-Tees,E06000004,83508.95724,2017-09-01,North East,E12000001
Stockton-on-Tees,E06000004,82378.7765,2017-10-01,North East,E12000001
Stockton-on-Tees,E06000004,81319.64911,2017-11-01,North East,E12000001
Stockton-on-Tees,E06000004,81573.74772,2017-12-01,North East,E12000001
Stockton-on-Tees,E06000004,82013.06797,2018-01-01,North East,E12000001
Stockton-on-Tees,E06000004,82786.01747,2018-02-01,North East,E12000001
Stockton-on-Tees,E06000004,81902.10659,2018-03-01,North East,E12000001
Stockton-on-Tees,E06000004,81424.5849,2018-04-01,North East,E12000001
Stockton-on-Tees,E06000004,81792.28755,2018-05-01,North East,E12000001
Stockton-on-Tees,E06000004,82651.28882,2018-06-01,North East,E12000001
Stockton-on-Tees,E06000004,83654.55272,2018-07-01,North East,E12000001
Stockton-on-Tees,E06000004,83179.47782,2018-08-01,North East,E12000001
Stockton-on-Tees,E06000004,82615.82727,2018-09-01,North East,E12000001
Stockton-on-Tees,E06000004,81659.22858,2018-10-01,North East,E12000001
Stockton-on-Tees,E06000004,81960.38698,2018-11-01,North East,E12000001
Stockton-on-Tees,E06000004,82971.97271,2018-12-01,North East,E12000001
Stockton-on-Tees,E06000004,82804.01183,2019-01-01,North East,E12000001
Stockton-on-Tees,E06000004,82638.93705,2019-02-01,North East,E12000001
Stockton-on-Tees,E06000004,81806.26449,2019-03-01,North East,E12000001
Stockton-on-Tees,E06000004,81205.05218,2019-04-01,North East,E12000001
Stockton-on-Tees,E06000004,80882.10135,2019-05-01,North East,E12000001
Stockton-on-Tees,E06000004,80916.54072,2019-06-01,North East,E12000001
Stockton-on-Tees,E06000004,81805.66293,2019-07-01,North East,E12000001
Stockton-on-Tees,E06000004,80302.17623,2019-08-01,North East,E12000001
Darlington,E06000005,81035.71852,2016-09-01,North East,E12000001
Darlington,E06000005,81398.89252,2016-10-01,North East,E12000001
Darlington,E06000005,82226.18848,2016-11-01,North East,E12000001
Darlington,E06000005,81207.59143,2016-12-01,North East,E12000001
Darlington,E06000005,82191.21773,2017-01-01,North East,E12000001
Darlington,E06000005,81996.47072,2017-02-01,North East,E12000001
Darlington,E06000005,83511.00708,2017-03-01,North East,E12000001
Darlington,E06000005,82660.3884,2017-04-01,North East,E12000001
Darlington,E06000005,83988.08299,2017-05-01,North East,E12000001
Darlington,E06000005,85766.13432,2017-06-01,North East,E12000001
Darlington,E06000005,87041.37973,2017-07-01,North East,E12000001
Darlington,E06000005,87750.72555,2017-08-01,North East,E12000001
Darlington,E06000005,86064.83617,2017-09-01,North East,E12000001
Darlington,E06000005,85854.32961,2017-10-01,North East,E12000001
Darlington,E06000005,84494.04377,2017-11-01,North East,E12000001
Darlington,E06000005,84502.8217,2017-12-01,North East,E12000001
Darlington,E06000005,81836.10843,2018-01-01,North East,E12000001
Darlington,E06000005,80933.3321,2018-02-01,North East,E12000001
Darlington,E06000005,80390.03689,2018-03-01,North East,E12000001
Darlington,E06000005,81503.56108,2018-04-01,North East,E12000001
Darlington,E06000005,82307.30629,2018-05-01,North East,E12000001
Darlington,E06000005,83429.96661,2018-06-01,North East,E12000001
Darlington,E06000005,83679.31818,2018-07-01,North East,E12000001
Darlington,E06000005,82505.01316,2018-08-01,North East,E12000001
Darlington,E06000005,80472.58606,2018-09-01,North East,E12000001
Darlington,E06000005,80960.01835,2018-10-01,North East,E12000001
Darlington,E06000005,81479.39949,2018-11-01,North East,E12000001
Darlington,E06000005,81915.34056,2018-12-01,North East,E12000001
Darlington,E06000005,81748.0602,2019-01-01,North East,E12000001
Darlington,E06000005,81096.35004,2019-02-01,North East,E12000001
Darlington,E06000005,80642.17972,2019-03-01,North East,E12000001
Darlington,E06000005,79138.25672,2019-04-01,North East,E12000001
Darlington,E06000005,78286.66162,2019-05-01,North East,E12000001
Darlington,E06000005,80121.91002,2019-06-01,North East,E12000001
Darlington,E06000005,81396.95411,2019-07-01,North East,E12000001
Darlington,E06000005,80983.61946,2019-08-01,North East,E12000001
Halton,E06000006,76070.92865,2016-09-01,North West,E12000002
Halton,E06000006,77665.34914,2016-10-01,North West,E12000002
Halton,E06000006,75848.44981,2016-11-01,North West,E12000002
Halton,E06000006,74836.88598,2016-12-01,North West,E12000002
Halton,E06000006,73445.68981,2017-01-01,North West,E12000002
Halton,E06000006,76277.26267,2017-02-01,North West,E12000002
Halton,E06000006,78065.83826,2017-03-01,North West,E12000002
Halton,E06000006,77789.38304,2017-04-01,North West,E12000002
Halton,E06000006,77268.49071,2017-05-01,North West,E12000002
Halton,E06000006,77582.7197,2017-06-01,North West,E12000002
Halton,E06000006,77720.91476,2017-07-01,North West,E12000002
Halton,E06000006,77918.66982,2017-08-01,North West,E12000002
Halton,E06000006,77899.99545,2017-09-01,North West,E12000002
Halton,E06000006,77610.76219,2017-10-01,North West,E12000002
Halton,E06000006,78152.18809,2017-11-01,North West,E12000002
Halton,E06000006,79692.9597,2017-12-01,North West,E12000002
Halton,E06000006,80325.70211,2018-01-01,North West,E12000002
Halton,E06000006,78622.76599,2018-02-01,North West,E12000002
Halton,E06000006,75490.43554,2018-03-01,North West,E12000002
Halton,E06000006,75141.09441,2018-04-01,North West,E12000002
Halton,E06000006,74795.62449,2018-05-01,North West,E12000002
Halton,E06000006,75715.46122,2018-06-01,North West,E12000002
Halton,E06000006,76868.94438,2018-07-01,North West,E12000002
Halton,E06000006,77618.55312,2018-08-01,North West,E12000002
Halton,E06000006,77322.30922,2018-09-01,North West,E12000002
Halton,E06000006,77172.31554,2018-10-01,North West,E12000002
Halton,E06000006,77893.41438,2018-11-01,North West,E12000002
Halton,E06000006,78820.46274,2018-12-01,North West,E12000002
Halton,E06000006,77687.07005,2019-01-01,North West,E12000002
Halton,E06000006,78263.3846,2019-02-01,North West,E12000002
Halton,E06000006,77754.95555,2019-03-01,North West,E12000002
Halton,E06000006,79744.0624,2019-04-01,North West,E12000002
Halton,E06000006,79778.64627,2019-05-01,North West,E12000002
Halton,E06000006,80058.02229,2019-06-01,North West,E12000002
Halton,E06000006,79137.02229,2019-07-01,North West,E12000002
Halton,E06000006,78270.11389,2019-08-01,North West,E12000002
Warrington,E06000007,108701.933,2016-09-01,North West,E12000002
Warrington,E06000007,109677.6988,2016-10-01,North West,E12000002
Warrington,E06000007,108392.9168,2016-11-01,North West,E12000002
Warrington,E06000007,110073.225,2016-12-01,North West,E12000002
Warrington,E06000007,108824.3462,2017-01-01,North West,E12000002
Warrington,E06000007,111567.8903,2017-02-01,North West,E12000002
Warrington,E06000007,111376.5117,2017-03-01,North West,E12000002
Warrington,E06000007,113934.7117,2017-04-01,North West,E12000002
Warrington,E06000007,113292.4424,2017-05-01,North West,E12000002
Warrington,E06000007,114259.4611,2017-06-01,North West,E12000002
Warrington,E06000007,114970.4772,2017-07-01,North West,E12000002
Warrington,E06000007,117051.3096,2017-08-01,North West,E12000002
Warrington,E06000007,117220.8007,2017-09-01,North West,E12000002
Warrington,E06000007,116880.3038,2017-10-01,North West,E12000002
Warrington,E06000007,115039.7969,2017-11-01,North West,E12000002
Warrington,E06000007,116398.5282,2017-12-01,North West,E12000002
Warrington,E06000007,116755.7809,2018-01-01,North West,E12000002
Warrington,E06000007,118277.6913,2018-02-01,North West,E12000002
Warrington,E06000007,115156.786,2018-03-01,North West,E12000002
Warrington,E06000007,114760.707,2018-04-01,North West,E12000002
Warrington,E06000007,114448.1077,2018-05-01,North West,E12000002
Warrington,E06000007,116376.3445,2018-06-01,North West,E12000002
Warrington,E06000007,117427.6045,2018-07-01,North West,E12000002
Warrington,E06000007,118959.1294,2018-08-01,North West,E12000002
Warrington,E06000007,119060.4771,2018-09-01,North West,E12000002
Warrington,E06000007,119324.9515,2018-10-01,North West,E12000002
Warrington,E06000007,120095.1127,2018-11-01,North West,E12000002
Warrington,E06000007,120951.3631,2018-12-01,North West,E12000002
Warrington,E06000007,119322.3322,2019-01-01,North West,E12000002
Warrington,E06000007,117723.3888,2019-02-01,North West,E12000002
Warrington,E06000007,116549.7006,2019-03-01,North West,E12000002
Warrington,E06000007,117246.2572,2019-04-01,North West,E12000002
Warrington,E06000007,117532.3931,2019-05-01,North West,E12000002
Warrington,E06000007,117961.6975,2019-06-01,North West,E12000002
Warrington,E06000007,118032.2567,2019-07-01,North West,E12000002
Warrington,E06000007,117675.9634,2019-08-01,North West,E12000002
Blackburn with Darwen,E06000008,73950.10762,2016-09-01,North West,E12000002
Blackburn with Darwen,E06000008,75251.55073,2016-10-01,North West,E12000002
Blackburn with Darwen,E06000008,73451.34933,2016-11-01,North West,E12000002
Blackburn with Darwen,E06000008,74044.46451,2016-12-01,North West,E12000002
Blackburn with Darwen,E06000008,73420.10665,2017-01-01,North West,E12000002
Blackburn with Darwen,E06000008,73055.37176,2017-02-01,North West,E12000002
Blackburn with Darwen,E06000008,72956.95131,2017-03-01,North West,E12000002
Blackburn with Darwen,E06000008,73886.07962,2017-04-01,North West,E12000002
Blackburn with Darwen,E06000008,76006.74721,2017-05-01,North West,E12000002
Blackburn with Darwen,E06000008,77767.41915,2017-06-01,North West,E12000002
Blackburn with Darwen,E06000008,79469.38052,2017-07-01,North West,E12000002
Blackburn with Darwen,E06000008,79237.84787,2017-08-01,North West,E12000002
Blackburn with Darwen,E06000008,77105.54584,2017-09-01,North West,E12000002
Blackburn with Darwen,E06000008,75255.10603,2017-10-01,North West,E12000002
Blackburn with Darwen,E06000008,74903.25898,2017-11-01,North West,E12000002
Blackburn with Darwen,E06000008,77655.2089,2017-12-01,North West,E12000002
Blackburn with Darwen,E06000008,78418.90487,2018-01-01,North West,E12000002
Blackburn with Darwen,E06000008,78945.40171,2018-02-01,North West,E12000002
Blackburn with Darwen,E06000008,76736.59732,2018-03-01,North West,E12000002
Blackburn with Darwen,E06000008,76777.8961,2018-04-01,North West,E12000002
Blackburn with Darwen,E06000008,77271.89047,2018-05-01,North West,E12000002
Blackburn with Darwen,E06000008,79356.35884,2018-06-01,North West,E12000002
Blackburn with Darwen,E06000008,79071.80504,2018-07-01,North West,E12000002
Blackburn with Darwen,E06000008,78028.26227,2018-08-01,North West,E12000002
Blackburn with Darwen,E06000008,76142.46215,2018-09-01,North West,E12000002
Blackburn with Darwen,E06000008,75537.14869,2018-10-01,North West,E12000002
Blackburn with Darwen,E06000008,74985.75858,2018-11-01,North West,E12000002
Blackburn with Darwen,E06000008,76753.09613,2018-12-01,North West,E12000002
Blackburn with Darwen,E06000008,77104.3884,2019-01-01,North West,E12000002
Blackburn with Darwen,E06000008,78812.15279,2019-02-01,North West,E12000002
Blackburn with Darwen,E06000008,78311.96706,2019-03-01,North West,E12000002
Blackburn with Darwen,E06000008,78516.64036,2019-04-01,North West,E12000002
Blackburn with Darwen,E06000008,78557.8609,2019-05-01,North West,E12000002
Blackburn with Darwen,E06000008,79600.83113,2019-06-01,North West,E12000002
Blackburn with Darwen,E06000008,79223.49963,2019-07-01,North West,E12000002
Blackburn with Darwen,E06000008,80152.46384,2019-08-01,North West,E12000002
Blackpool,E06000009,66696.62864,2016-09-01,North West,E12000002
Blackpool,E06000009,67738.3729,2016-10-01,North West,E12000002
Blackpool,E06000009,67947.61348,2016-11-01,North West,E12000002
Blackpool,E06000009,68611.65053,2016-12-01,North West,E12000002
Blackpool,E06000009,69006.42411,2017-01-01,North West,E12000002
Blackpool,E06000009,69031.66451,2017-02-01,North West,E12000002
Blackpool,E06000009,68526.65624,2017-03-01,North West,E12000002
Blackpool,E06000009,68589.93849,2017-04-01,North West,E12000002
Blackpool,E06000009,69015.45245,2017-05-01,North West,E12000002
Blackpool,E06000009,70619.02509,2017-06-01,North West,E12000002
Blackpool,E06000009,70836.55819,2017-07-01,North West,E12000002
Blackpool,E06000009,71158.68188,2017-08-01,North West,E12000002
Blackpool,E06000009,71062.64628,2017-09-01,North West,E12000002
Blackpool,E06000009,70868.60365,2017-10-01,North West,E12000002
Blackpool,E06000009,71147.98137,2017-11-01,North West,E12000002
Blackpool,E06000009,70713.55315,2017-12-01,North West,E12000002
Blackpool,E06000009,71195.08321,2018-01-01,North West,E12000002
Blackpool,E06000009,70525.48793,2018-02-01,North West,E12000002
Blackpool,E06000009,70147.49623,2018-03-01,North West,E12000002
Blackpool,E06000009,68876.65305,2018-04-01,North West,E12000002
Blackpool,E06000009,67215.3174,2018-05-01,North West,E12000002
Blackpool,E06000009,66388.13754,2018-06-01,North West,E12000002
Blackpool,E06000009,68222.9547,2018-07-01,North West,E12000002
Blackpool,E06000009,69513.91359,2018-08-01,North West,E12000002
Blackpool,E06000009,70030.47873,2018-09-01,North West,E12000002
Blackpool,E06000009,68862.11015,2018-10-01,North West,E12000002
Blackpool,E06000009,68932.2399,2018-11-01,North West,E12000002
Blackpool,E06000009,68688.13664,2018-12-01,North West,E12000002
Blackpool,E06000009,68020.02786,2019-01-01,North West,E12000002
Blackpool,E06000009,67638.04279,2019-02-01,North West,E12000002
Blackpool,E06000009,67472.73274,2019-03-01,North West,E12000002
Blackpool,E06000009,67491.13311,2019-04-01,North West,E12000002
Blackpool,E06000009,66432.74043,2019-05-01,North West,E12000002
Blackpool,E06000009,66804.14552,2019-06-01,North West,E12000002
Blackpool,E06000009,67574.24896,2019-07-01,North West,E12000002
Blackpool,E06000009,68984.88615,2019-08-01,North West,E12000002
City of Kingston upon Hull,E06000010,76419.95549,2016-09-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,78036.76762,2016-10-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,78167.37479,2016-11-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,79900.75912,2016-12-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,79469.16376,2017-01-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,79725.87945,2017-02-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,78784.66554,2017-03-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,79650.32553,2017-04-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,80331.07842,2017-05-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,81706.03334,2017-06-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,81864.44416,2017-07-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,81663.33802,2017-08-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,81295.25022,2017-09-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,80879.78971,2017-10-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,81098.83923,2017-11-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,81719.70157,2017-12-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,81842.00474,2018-01-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,81221.49076,2018-02-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,79366.67974,2018-03-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,79482.70695,2018-04-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,79587.97223,2018-05-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,81375.65133,2018-06-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,82452.83773,2018-07-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,83438.80844,2018-08-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,83361.01515,2018-09-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,83416.56352,2018-10-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,83398.60657,2018-11-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,83007.32832,2018-12-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,82173.06965,2019-01-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,80862.39549,2019-02-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,80367.21267,2019-03-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,79914.2848,2019-04-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,79843.41162,2019-05-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,80823.78383,2019-06-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,82105.58413,2019-07-01,Yorkshire and The Humber,E12000003
City of Kingston upon Hull,E06000010,83571.00266,2019-08-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,92054.9149,2016-09-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,92507.65556,2016-10-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,91897.46285,2016-11-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,91246.91631,2016-12-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,90851.2918,2017-01-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,92950.85615,2017-02-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,93464.52266,2017-03-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,95630.96936,2017-04-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,95605.88712,2017-05-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,97740.99,2017-06-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,98278.76827,2017-07-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,98686.90712,2017-08-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,98620.97712,2017-09-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,97498.65437,2017-10-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,97209.38084,2017-11-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,97102.92245,2017-12-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,97643.37319,2018-01-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,96187.58691,2018-02-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,95807.10464,2018-03-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,95113.35578,2018-04-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,96380.88395,2018-05-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,96224.96188,2018-06-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,96695.00788,2018-07-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,96322.32896,2018-08-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,97460.49817,2018-09-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,97507.2086,2018-10-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,98114.51235,2018-11-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,97393.10189,2018-12-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,97550.64737,2019-01-01,Yorkshire and The Humber,E12000003
East Riding of Yorkshire,E06000011,96460.39797,2019-02-01,Yorkshire and The Humber,E12000003
